ID,Value
"('A1007', (0.02, 88.05000000000001, 1, 29.35, 56.850000001))","[0.01, 94.99930499760688, 1.2385353954114238, 86.19684259635744, 73.95112173978487, 0.08825892332070075, 0.01, 132.3845541361295, 1.4943926963129002, 85.02750539539934, 61.87336599733868, 0.12117955336496024, 0.01, 122.9813600327332, 2.920715413437813, 86.2, 1.0000000000000003e-09, 0.1271386988417379, 0.01475807283053884, 94.82000000000002, 1.3807311197993943, 57.72579301392386, 84.93570434196371, 0.09081756063137086, 0.016443922366685675, 94.82000000000002, 2.2220555058664497, 47.37037071957158, 45.51211664180265, 0.14232443713598092, 0.016637891004032276, 94.82000000000002, 1.167352751610513, 86.2, 74.59436779481629, 0.08111354545137184, 0.01, 94.82000000000001, 3.9985592165924864, 26.66044691076557, 66.77117781865712, 0.138889998417795, 0.010170672468519515, 94.82000000000001, 14.839332828508397, 8.819203685858053, 85.39229695710281, 0.14493324745124794, 0.013545797352408696, 94.82000000000002, 1.598941683562616, 59.30096935678269, 35.51999697711, 0.1331436735411986, 0.012329934543237941, 94.82000000000004, 6.9669706650610115, 15.762302448086263, 78.38042279639353, 0.13560844952758158, 0.01, 94.82000000000002, 8.539339384934614, 86.2, 8.61920744329633, 0.6013967827801653, 0.017153750960330453, 94.82000000000002, 8.725014102268448, 67.65363993276647, 27.166352156085388, 0.8575861223842232, 0.01, 94.82004197929837, 1.243133652954726, 86.19976743264957, 86.19825467188221, 0.0854549938028524, 0.01000045700429649, 95.20352580980571, 1.4408810516677881, 66.0728971803722, 29.13214637790192, 0.13313989664279888, 0.01, 95.62368514798544, 1.3700099156091339, 69.79777260896097, 25.82757298397198, 0.1331390285143998, 0.01, 104.16506848090751, 3.34610679522918, 44.40757113153997, 68.99886946046016, 1.0, 0.026661889428231167, 94.82000000000002, 2.3775486632947302, 43.18609041133999, 50.89909123785186, 0.13955973152501985, 0.01013857702848854, 105.26955378931353, 2.586668108525351, 64.32657564632943, 33.656895056236976, 0.1874754174910626, 0.010000152024369659, 96.39834482317787, 14.03317101105305, 9.520350081130065, 86.2, 0.14474517409607177, 0.04276872816493668, 94.84026014573575, 2.181164852964841, 45.97367062719461, 48.5076569824987, 0.1388024594298651, 0.013209973240246827, 132.3854617762225, 1.6097005450896158, 82.24315601919307, 50.141178297666755, 0.13316211715532156, 0.048553971954455905, 94.82000000000002, 1.8782659382733904, 52.94365706924563, 41.51431142189904, 0.14018269236691785, 0.01, 94.82082565697141, 14.509559859459245, 57.30485836250298, 37.515906743055396, 0.6648976269756629, 0.016455446926592024, 100.7794647860637, 15.693005247040357, 86.19999816506414, 14.579466619939401, 0.8102802614930484, 0.01, 122.98136623778822, 2.9207153677320745, 86.2, 1.0000000000000003e-09, 0.12713869884171827, 0.01, 96.19693869605695, 1.24855614419775, 86.2, 86.2, 0.0859872692791701, 0.010459247997948694, 108.31190269384986, 1.256524637776082, 86.2, 22.113947849106225, 0.13314179261766285, 0.01, 120.882069389229, 2.434432608089467, 49.65630551000113, 71.22480490443237, 0.1331417481649192, 0.01, 95.87046761877875, 1.5556077233104082, 61.6284772625687, 34.24334004934725, 0.13314190257758704, 0.010016697069553215, 107.03177020182872, 1.2416762224142883, 86.2, 20.833964474343105, 0.13313788337414859, 0.01, 122.38230963957851, 1.6539757987766976, 73.99350578812253, 48.38738120353011, 0.13314648457159675, 0.01, 121.45515292213955, 1.82430429147321, 66.57526770731978, 54.88113109301628, 0.1331459159896378, 0.01, 110.52947786126656, 1.935302303264064, 57.11133567867708, 53.419257174130664, 0.13314440548704326, 0.01, 124.73680900361632, 16.247606779730283, 85.57544847777396, 39.16135540679076, 0.6705029676388042, 0.01, 97.53290682563458, 1.5907780771578488, 61.31199150574703, 36.21956364954862, 0.13314477667804225, 0.01, 94.82000000000002, 7.422793460950363, 86.19999934769473, 8.615119346408946, 0.5858717812133396, 0.01, 122.98132897062658, 2.920713784187127, 86.1999996433268, 1.0000000000000003e-09, 0.12713869885084333, 0.01, 96.28294558567165, 1.270861161023363, 81.98668331371476, 86.2, 0.08728781422033986, 0.01, 94.83781513176912, 1.7048254031357422, 55.629721677652284, 39.20689463121458, 0.13314502342675455, 0.042018612513883766, 94.82000000000002, 2.2898429513290637, 37.687179640946624, 57.985755469855306, 0.12338864163832941, 0.04220067840000001, 94.82000000000001, 1.9763957759999995, 50.090143219200016, 46.04185232749173, 1.0, 0.1080031456723815, 94.82000000000002, 1.5253689860483757, 63.661854496256666, 31.026808865160817, 0.1388137938141542, 0.010072058049113944, 94.82000000000002, 14.69899535225019, 8.922284286339714, 85.27296895247778, 0.1448131301698888, 0.04555025163147142, 94.82000000000002, 5.127009364867176, 49.187244835464384, 45.63273210061453, 1.124542339504371, 0.03232738208675588, 94.82000000000002, 8.573951776201039, 44.22282327541558, 50.597175282322354, 1.0905255604375284, 0.04035104590137851, 94.82000000000002, 10.249737649118194, 29.15862655373001, 65.66136987351949, 1.1110169809553818, 0.04256978345124597, 94.82000000000002, 10.457130050347395, 50.08006695672654, 44.7399330422111, 1.174298237497065, 0.045470740937855865, 94.82000000000002, 9.170492125044712, 66.4298263790798, 28.390173619918926, 1.1861717905015443, 0.01, 94.82000000000004, 0.0, 86.2, 86.2, 0.7309955255523685, 0.01, 94.82000000000002, 1.2431153372887418, 86.2, 86.2, 0.08545451273710669, 0.018706400400095198, 105.08381665265847, 1.3143823286681993, 79.94968230557558, 25.13313337468025, 0.13314795680607786, 0.01, 97.80667319348134, 12.478911430711332, 10.827425739527289, 86.19964189317648, 0.1448833069408088, 0.04943604079075004, 95.37351323097224, 2.0609399301255764, 48.60663046243211, 46.463212212539936, 0.13879560004524488, 0.043387440931207055, 109.02985693014848, 2.166937114881773, 53.16165552666905, 55.46193705769997, 0.13879996670584552, 0.050590951600368944, 94.82148570520425, 5.033401973351188, 31.95142820980516, 62.86851555282045, 0.7682418831530472, 0.04874811579848322, 94.8200014522383, 5.2787448521452145, 48.74142568579427, 46.07856656016875, 1.1509561467868081, 0.04952161572220157, 95.19104164454382, 5.171526497031355, 63.54999115794634, 31.641050363418852, 1.1902693781951577, 0.015164693746116006, 125.43316003819598, 3.741729521596981, 39.220477648079616, 84.6499310339282, 0.1498000675573105, 0.012863927200496759, 105.61985143645053, 12.770357711130965, 56.86304845580094, 48.75673581187407, 0.7411165787247972, 0.03767525409373572, 98.38439614293671, 11.025764274005361, 68.29909387585852, 30.0853022660771, 1.146223160483621, 0.01, 130.004019903063, 2.7570656547543146, 86.11037633407896, 1.0000000000000003e-09, 0.1266748837712196, 0.01, 133.27258137393613, 2.5328190287014447, 86.2, 2.343991975174428e-08, 0.1324368359465646, 0.01, 94.82000000000004, 1.06996409621599, 86.19652124231479, 5.4408679217099, 0.14423182748199806, 0.01, 94.88359335716598, 16.244346718097372, 8.113893374517911, 86.19852051697166, 0.1446055437191204, 0.01, 94.82001750104591, 1.2431138742555965, 86.2, 86.2, 0.08545451868502021, 0.01, 114.94196590545423, 1.3334318417312787, 86.2, 28.74006548468507, 0.13314807556520297, 0.01, 163.05937237497335, 1.9370557214406825, 86.2, 74.51596531412056, 0.14013871335487085, 0.01, 141.63492789278672, 3.6457169347110323, 50.80961114836373, 86.17351450485899, 0.14864026200176125, 0.01, 131.82111327354116, 1.5342238993122788, 86.2, 44.738711301616334, 0.13898560132281307, 0.01, 96.78663877438646, 13.396066109029917, 9.994497168905564, 86.07872228594368, 0.14481059431832016, 0.01, 164.6834582858669, 2.5707308651734557, 77.31585614436051, 79.82233011259103, 0.14924121007047195, 0.01, 114.87720709051882, 13.098920044360774, 86.2, 28.677184309386377, 0.655023401709761, 0.0779403587397796, 109.02400373072007, 0.3304712906624153, 41.62528036479905, 58.69599266083641, 3.456777840492291, 0.06847519836162641, 94.82000000000001, 0.23977697953598381, 85.52910712215092, 0.4676945680798177, 3.468281043202496, 0.06691297704439216, 95.08026019578966, 1.4611601140690218, 67.19022048341371, 27.54979839366952, 0.14526619348518416, 0.09987971855012429, 98.28185243134618, 2.028002311943947, 26.826322515154146, 59.81611095318934, 3.4681908782422997, 0.08900666467399335, 94.82000000000002, 1.9769798439911035, 49.35705816205585, 45.361008351315675, 0.13971836709900162, 0.0999664339792279, 94.82000000000002, 1.5711368890410615, 61.92460026038873, 32.75430516196366, 0.13880016588637412, 0.09753308423985932, 95.33584541371951, 4.844211005294912, 30.72140348078633, 64.61443924178468, 1.0386714031666915, 0.09636545645243717, 95.36898430647935, 5.146482192713285, 48.87434244837502, 46.49464185624205, 1.249644744514715, 0.0892297647110928, 95.5146701722083, 5.1796317782920385, 67.29542784488228, 28.217930561910684, 2.0208398093071236, 0.10804956867554172, 103.07806245143098, 10.42451872275613, 27.998523410676114, 48.16425410185187, 3.46468329635761, 0.104368802902396, 101.33778343102543, 9.853960878773808, 33.548990956046666, 42.71732942466217, 3.4646793931029265, 0.10068784341819398, 98.25410169941803, 10.237690723203162, 54.98545049497056, 25.683614601264352, 3.462860411451889, 0.11015398605325494, 116.96240281151957, 1.070969965058274, 34.290697778998194, 52.8479854297458, 3.464537340567616, 0.0976616045898216, 125.0295081698149, 1.0003742783762757, 43.09564226883339, 43.50619469784999, 3.4668559614643373, 0.1202667667126672, 100.13118518062561, 1.0651442441599475, 55.83676801364227, 28.263933644886805, 3.4710856587363184, 0.09668413930579589, 122.26998650983023, 1.9455290961194986, 28.626284067843287, 62.88022673799898, 3.4669307090021473, 0.10611469521186681, 114.18460673017773, 1.8606520704104863, 44.07704923931404, 41.457317644083716, 3.4693868106163297, 0.08577807281918709, 103.0468938869841, 1.9576687125220569, 71.97469340204012, 31.069361215200985, 0.7908132465461453, 0.10720249209743549, 126.49905403366171, 5.40476142233244, 29.018189610868966, 61.76972944394386, 3.4643233687960864, 0.10481085505339893, 107.29981291332331, 4.925099766474194, 28.813802477240984, 42.50846028793211, 3.4645045549691016, 0.10117976020491369, 122.04315368104473, 4.729692118682772, 60.57731119127736, 27.40417141485721, 3.465722963242499, 0.10254136185043786, 118.44935228205011, 9.686803043779229, 26.96124988736166, 59.15641687201757, 3.4647531631762853, 0.10435074293733052, 115.59131632410242, 9.69113645235604, 43.71108973911166, 42.888890278883366, 3.464776854382035, 0.09886035127406789, 108.38146940512775, 11.261504294477128, 52.708188583718936, 29.703168209077575, 3.4615752937404576, 0.11976802057208402, 151.8016511367175, 0.9688489641547515, 33.18918836752245, 51.384047476991526, 3.4635568429370363, 0.08556699578591653, 202.35515394261654, 0.6690628396405098, 18.503991143084384, 69.30710511410939, 3.4645890590620323, 0.07927963069967014, 255.8659571969215, 0.6893873853134471, 18.315940427890403, 40.03353113447706, 3.467360803395512, 0.09963964340090134, 162.37700992121404, 2.340440111810799, 22.317861478106664, 78.43134900634362, 3.464444930109546, 0.1037153976458812, 99.66198462726089, 2.9100422452909838, 22.490829698092284, 47.840399747423874, 3.4643778608159277, 0.1023535259775617, 215.5845830689367, 1.9748354985123742, 19.699344014162364, 32.43703647651783, 3.4632875336364917, 0.10158496601495542, 202.70203622571648, 6.307419365584149, 27.419896988508484, 86.19997578050854, 3.4644270187018003, 0.10308877699467578, 149.6575839790359, 6.190280947253921, 32.26436940914901, 47.91245064817245, 3.4644986931912944, 0.1034601729146225, 183.83247698169112, 5.996926446142513, 59.14478747634338, 40.66368813000608, 3.4647659289584514, 0.10362383749131468, 166.9851168579294, 9.935954018989744, 30.003224129014043, 58.81637145616705, 3.4643691007664765, 0.10029664156663845, 157.2997554259806, 12.293436015445863, 36.84715366083512, 48.99901512391867, 3.4627019716613967, 0.09950221905983361, 148.22990170987813, 10.49021595066574, 61.174360014274114, 23.88755703937686, 3.463591964673099, 0.01, 132.3845541361295, 1.4943926963129002, 85.02750539539934, 61.87336599733868, 0.12117955336496024, 0.01, 122.9813600327332, 2.920715413437813, 86.2, 1.0000000000000003e-09, 0.1271386988417379, 0.01475807283053884, 94.82000000000002, 1.3807311197993943, 57.72579301392386, 84.93570434196371, 0.09081756063137086, 0.016443922366685675, 94.82000000000002, 2.2220555058664497, 47.37037071957158, 45.51211664180265, 0.14232443713598092, 0.016637891004032276, 94.82000000000002, 1.167352751610513, 86.2, 74.59436779481629, 0.08111354545137184, 0.01, 94.82000000000001, 3.9985592165924864, 26.66044691076557, 66.77117781865712, 0.138889998417795, 0.010170672468519515, 94.82000000000001, 14.839332828508397, 8.819203685858053, 85.39229695710281, 0.14493324745124794, 0.013545797352408696, 94.82000000000002, 1.598941683562616, 59.30096935678269, 35.51999697711, 0.1331436735411986, 0.012329934543237941, 94.82000000000004, 6.9669706650610115, 15.762302448086263, 78.38042279639353, 0.13560844952758158, 0.01, 94.82000000000002, 8.539339384934614, 86.2, 8.61920744329633, 0.6013967827801653, 0.017153750960330453, 94.82000000000002, 8.725014102268448, 67.65363993276647, 27.166352156085388, 0.8575861223842232, 0.01, 94.82004197929837, 1.243133652954726, 86.19976743264957, 86.19825467188221, 0.0854549938028524, 0.01000045700429649, 95.20352580980571, 1.4408810516677881, 66.0728971803722, 29.13214637790192, 0.13313989664279888, 0.01, 95.62368514798544, 1.3700099156091339, 69.79777260896097, 25.82757298397198, 0.1331390285143998, 0.01, 104.16506848090751, 3.34610679522918, 44.40757113153997, 68.99886946046016, 1.0, 0.026661889428231167, 94.82000000000002, 2.3775486632947302, 43.18609041133999, 50.89909123785186, 0.13955973152501985, 0.01013857702848854, 105.26955378931353, 2.586668108525351, 64.32657564632943, 33.656895056236976, 0.1874754174910626, 0.010000152024369659, 96.39834482317787, 14.03317101105305, 9.520350081130065, 86.2, 0.14474517409607177, 0.04276872816493668, 94.84026014573575, 2.181164852964841, 45.97367062719461, 48.5076569824987, 0.1388024594298651, 0.013209973240246827, 132.3854617762225, 1.6097005450896158, 82.24315601919307, 50.141178297666755, 0.13316211715532156, 0.048553971954455905, 94.82000000000002, 1.8782659382733904, 52.94365706924563, 41.51431142189904, 0.14018269236691785, 0.01, 94.82082565697141, 14.509559859459245, 57.30485836250298, 37.515906743055396, 0.6648976269756629, 0.016455446926592024, 100.7794647860637, 15.693005247040357, 86.19999816506414, 14.579466619939401, 0.8102802614930484, 0.01, 122.98136623778822, 2.9207153677320745, 86.2, 1.0000000000000003e-09, 0.12713869884171827, 0.01, 96.19693869605695, 1.24855614419775, 86.2, 86.2, 0.0859872692791701, 0.010459247997948694, 108.31190269384986, 1.256524637776082, 86.2, 22.113947849106225, 0.13314179261766285, 0.01, 120.882069389229, 2.434432608089467, 49.65630551000113, 71.22480490443237, 0.1331417481649192, 0.01, 95.87046761877875, 1.5556077233104082, 61.6284772625687, 34.24334004934725, 0.13314190257758704, 0.010016697069553215, 107.03177020182872, 1.2416762224142883, 86.2, 20.833964474343105, 0.13313788337414859, 0.01, 122.38230963957851, 1.6539757987766976, 73.99350578812253, 48.38738120353011, 0.13314648457159675, 0.01, 121.45515292213955, 1.82430429147321, 66.57526770731978, 54.88113109301628, 0.1331459159896378, 0.01, 110.52947786126656, 1.935302303264064, 57.11133567867708, 53.419257174130664, 0.13314440548704326, 0.01, 124.73680900361632, 16.247606779730283, 85.57544847777396, 39.16135540679076, 0.6705029676388042, 0.01, 97.53290682563458, 1.5907780771578488, 61.31199150574703, 36.21956364954862, 0.13314477667804225, 0.01, 94.82000000000002, 7.422793460950363, 86.19999934769473, 8.615119346408946, 0.5858717812133396, 0.01, 122.98132897062658, 2.920713784187127, 86.1999996433268, 1.0000000000000003e-09, 0.12713869885084333, 0.01, 96.28294558567165, 1.270861161023363, 81.98668331371476, 86.2, 0.08728781422033986, 0.01, 94.83781513176912, 1.7048254031357422, 55.629721677652284, 39.20689463121458, 0.13314502342675455, 0.042018612513883766, 94.82000000000002, 2.2898429513290637, 37.687179640946624, 57.985755469855306, 0.12338864163832941, 0.04220067840000001, 94.82000000000001, 1.9763957759999995, 50.090143219200016, 46.04185232749173, 1.0, 0.1080031456723815, 94.82000000000002, 1.5253689860483757, 63.661854496256666, 31.026808865160817, 0.1388137938141542, 0.010072058049113944, 94.82000000000002, 14.69899535225019, 8.922284286339714, 85.27296895247778, 0.1448131301698888, 0.04555025163147142, 94.82000000000002, 5.127009364867176, 49.187244835464384, 45.63273210061453, 1.124542339504371, 0.03232738208675588, 94.82000000000002, 8.573951776201039, 44.22282327541558, 50.597175282322354, 1.0905255604375284, 0.04035104590137851, 94.82000000000002, 10.249737649118194, 29.15862655373001, 65.66136987351949, 1.1110169809553818, 0.04256978345124597, 94.82000000000002, 10.457130050347395, 50.08006695672654, 44.7399330422111, 1.174298237497065, 0.045470740937855865, 94.82000000000002, 9.170492125044712, 66.4298263790798, 28.390173619918926, 1.1861717905015443, 0.01, 94.82000000000004, 0.0, 86.2, 86.2, 0.7309955255523685, 0.01, 94.82000000000002, 1.2431153372887418, 86.2, 86.2, 0.08545451273710669, 0.018706400400095198, 105.08381665265847, 1.3143823286681993, 79.94968230557558, 25.13313337468025, 0.13314795680607786, 0.01, 97.80667319348134, 12.478911430711332, 10.827425739527289, 86.19964189317648, 0.1448833069408088, 0.04943604079075004, 95.37351323097224, 2.0609399301255764, 48.60663046243211, 46.463212212539936, 0.13879560004524488, 0.043387440931207055, 109.02985693014848, 2.166937114881773, 53.16165552666905, 55.46193705769997, 0.13879996670584552, 0.050590951600368944, 94.82148570520425, 5.033401973351188, 31.95142820980516, 62.86851555282045, 0.7682418831530472, 0.04874811579848322, 94.8200014522383, 5.2787448521452145, 48.74142568579427, 46.07856656016875, 1.1509561467868081, 0.04952161572220157, 95.19104164454382, 5.171526497031355, 63.54999115794634, 31.641050363418852, 1.1902693781951577, 0.015164693746116006, 125.43316003819598, 3.741729521596981, 39.220477648079616, 84.6499310339282, 0.1498000675573105, 0.012863927200496759, 105.61985143645053, 12.770357711130965, 56.86304845580094, 48.75673581187407, 0.7411165787247972, 0.03767525409373572, 98.38439614293671, 11.025764274005361, 68.29909387585852, 30.0853022660771, 1.146223160483621, 0.01, 130.004019903063, 2.7570656547543146, 86.11037633407896, 1.0000000000000003e-09, 0.1266748837712196, 0.01, 133.27258137393613, 2.5328190287014447, 86.2, 2.343991975174428e-08, 0.1324368359465646, 0.01, 94.82000000000004, 1.06996409621599, 86.19652124231479, 5.4408679217099, 0.14423182748199806, 0.01, 94.88359335716598, 16.244346718097372, 8.113893374517911, 86.19852051697166, 0.1446055437191204, 0.01, 94.82001750104591, 1.2431138742555965, 86.2, 86.2, 0.08545451868502021, 0.01, 114.94196590545423, 1.3334318417312787, 86.2, 28.74006548468507, 0.13314807556520297, 0.01, 163.05937237497335, 1.9370557214406825, 86.2, 74.51596531412056, 0.14013871335487085, 0.01, 141.63492789278672, 3.6457169347110323, 50.80961114836373, 86.17351450485899, 0.14864026200176125, 0.01, 131.82111327354116, 1.5342238993122788, 86.2, 44.738711301616334, 0.13898560132281307, 0.01, 96.78663877438646, 13.396066109029917, 9.994497168905564, 86.07872228594368, 0.14481059431832016, 0.01, 164.6834582858669, 2.5707308651734557, 77.31585614436051, 79.82233011259103, 0.14924121007047195, 0.01, 114.87720709051882, 13.098920044360774, 86.2, 28.677184309386377, 0.655023401709761, 0.0779403587397796, 109.02400373072007, 0.3304712906624153, 41.62528036479905, 58.69599266083641, 3.456777840492291, 0.06847519836162641, 94.82000000000001, 0.23977697953598381, 85.52910712215092, 0.4676945680798177, 3.468281043202496, 0.06691297704439216, 95.08026019578966, 1.4611601140690218, 67.19022048341371, 27.54979839366952, 0.14526619348518416, 0.09987971855012429, 98.28185243134618, 2.028002311943947, 26.826322515154146, 59.81611095318934, 3.4681908782422997, 0.08900666467399335, 94.82000000000002, 1.9769798439911035, 49.35705816205585, 45.361008351315675, 0.13971836709900162, 0.0999664339792279, 94.82000000000002, 1.5711368890410615, 61.92460026038873, 32.75430516196366, 0.13880016588637412, 0.09753308423985932, 95.33584541371951, 4.844211005294912, 30.72140348078633, 64.61443924178468, 1.0386714031666915, 0.09636545645243717, 95.36898430647935, 5.146482192713285, 48.87434244837502, 46.49464185624205, 1.249644744514715, 0.0892297647110928, 95.5146701722083, 5.1796317782920385, 67.29542784488228, 28.217930561910684, 2.0208398093071236, 0.10804956867554172, 103.07806245143098, 10.42451872275613, 27.998523410676114, 48.16425410185187, 3.46468329635761, 0.104368802902396, 101.33778343102543, 9.853960878773808, 33.548990956046666, 42.71732942466217, 3.4646793931029265, 0.10068784341819398, 98.25410169941803, 10.237690723203162, 54.98545049497056, 25.683614601264352, 3.462860411451889, 0.11015398605325494, 116.96240281151957, 1.070969965058274, 34.290697778998194, 52.8479854297458, 3.464537340567616, 0.0976616045898216, 125.0295081698149, 1.0003742783762757, 43.09564226883339, 43.50619469784999, 3.4668559614643373, 0.1202667667126672, 100.13118518062561, 1.0651442441599475, 55.83676801364227, 28.263933644886805, 3.4710856587363184, 0.09668413930579589, 122.26998650983023, 1.9455290961194986, 28.626284067843287, 62.88022673799898, 3.4669307090021473, 0.10611469521186681, 114.18460673017773, 1.8606520704104863, 44.07704923931404, 41.457317644083716, 3.4693868106163297, 0.08577807281918709, 103.0468938869841, 1.9576687125220569, 71.97469340204012, 31.069361215200985, 0.7908132465461453, 0.10720249209743549, 126.49905403366171, 5.40476142233244, 29.018189610868966, 61.76972944394386, 3.4643233687960864, 0.10481085505339893, 107.29981291332331, 4.925099766474194, 28.813802477240984, 42.50846028793211, 3.4645045549691016, 0.10117976020491369, 122.04315368104473, 4.729692118682772, 60.57731119127736, 27.40417141485721, 3.465722963242499, 0.10254136185043786, 118.44935228205011, 9.686803043779229, 26.96124988736166, 59.15641687201757, 3.4647531631762853, 0.10435074293733052, 115.59131632410242, 9.69113645235604, 43.71108973911166, 42.888890278883366, 3.464776854382035, 0.09886035127406789, 108.38146940512775, 11.261504294477128, 52.708188583718936, 29.703168209077575, 3.4615752937404576, 0.11976802057208402, 151.8016511367175, 0.9688489641547515, 33.18918836752245, 51.384047476991526, 3.4635568429370363, 0.08556699578591653, 202.35515394261654, 0.6690628396405098, 18.503991143084384, 69.30710511410939, 3.4645890590620323, 0.07927963069967014, 255.8659571969215, 0.6893873853134471, 18.315940427890403, 40.03353113447706, 3.467360803395512, 0.09963964340090134, 162.37700992121404, 2.340440111810799, 22.317861478106664, 78.43134900634362, 3.464444930109546, 0.1037153976458812, 99.66198462726089, 2.9100422452909838, 22.490829698092284, 47.840399747423874, 3.4643778608159277, 0.1023535259775617, 215.5845830689367, 1.9748354985123742, 19.699344014162364, 32.43703647651783, 3.4632875336364917, 0.10158496601495542, 202.70203622571648, 6.307419365584149, 27.419896988508484, 86.19997578050854, 3.4644270187018003, 0.10308877699467578, 149.6575839790359, 6.190280947253921, 32.26436940914901, 47.91245064817245, 3.4644986931912944, 0.1034601729146225, 183.83247698169112, 5.996926446142513, 59.14478747634338, 40.66368813000608, 3.4647659289584514, 0.10362383749131468, 166.9851168579294, 9.935954018989744, 30.003224129014043, 58.81637145616705, 3.4643691007664765, 0.10029664156663845, 157.2997554259806, 12.293436015445863, 36.84715366083512, 48.99901512391867, 3.4627019716613967, 0.09950221905983361, 148.22990170987813, 10.49021595066574, 61.174360014274114, 23.88755703937686, 3.463591964673099]"
"('A1007', (0.02, 88.05000000000001, 1, 44.025000000000006, 42.175000000999994))","[0.01, 132.3845541361295, 1.4943926963129002, 85.02750539539934, 61.87336599733868, 0.12117955336496024]"
"('A1007', (0.02, 88.05000000000001, 1, 58.7, 27.500000001))","[0.01, 122.9813600327332, 2.920715413437813, 86.2, 1.0000000000000003e-09, 0.1271386988417379]"
"('A1007', (0.02, 88.05000000000001, 2, 29.35, 56.850000001))","[0.01475807283053884, 94.82000000000002, 1.3807311197993943, 57.72579301392386, 84.93570434196371, 0.09081756063137086]"
"('A1007', (0.02, 88.05000000000001, 2, 44.025000000000006, 42.175000000999994))","[0.016443922366685675, 94.82000000000002, 2.2220555058664497, 47.37037071957158, 45.51211664180265, 0.14232443713598092]"
"('A1007', (0.02, 88.05000000000001, 2, 58.7, 27.500000001))","[0.016637891004032276, 94.82000000000002, 1.167352751610513, 86.2, 74.59436779481629, 0.08111354545137184]"
"('A1007', (0.02, 88.05000000000001, 5, 29.35, 56.850000001))","[0.01, 94.82000000000001, 3.9985592165924864, 26.66044691076557, 66.77117781865712, 0.138889998417795]"
"('A1007', (0.02, 88.05000000000001, 5, 44.025000000000006, 42.175000000999994))","[0.010170672468519515, 94.82000000000001, 14.839332828508397, 8.819203685858053, 85.39229695710281, 0.14493324745124794]"
"('A1007', (0.02, 88.05000000000001, 5, 58.7, 27.500000001))","[0.013545797352408696, 94.82000000000002, 1.598941683562616, 59.30096935678269, 35.51999697711, 0.1331436735411986]"
"('A1007', (0.02, 88.05000000000001, 10, 29.35, 56.850000001))","[0.012329934543237941, 94.82000000000004, 6.9669706650610115, 15.762302448086263, 78.38042279639353, 0.13560844952758158]"
"('A1007', (0.02, 88.05000000000001, 10, 44.025000000000006, 42.175000000999994))","[0.01, 94.82000000000002, 8.539339384934614, 86.2, 8.61920744329633, 0.6013967827801653]"
"('A1007', (0.02, 88.05000000000001, 10, 58.7, 27.500000001))","[0.017153750960330453, 94.82000000000002, 8.725014102268448, 67.65363993276647, 27.166352156085388, 0.8575861223842232]"
"('A1007', (0.02, 117.4, 1, 29.35, 56.850000001))","[0.01, 94.82004197929837, 1.243133652954726, 86.19976743264957, 86.19825467188221, 0.0854549938028524]"
"('A1007', (0.02, 117.4, 1, 44.025000000000006, 42.175000000999994))","[0.01000045700429649, 95.20352580980571, 1.4408810516677881, 66.0728971803722, 29.13214637790192, 0.13313989664279888]"
"('A1007', (0.02, 117.4, 1, 58.7, 27.500000001))","[0.01, 95.62368514798544, 1.3700099156091339, 69.79777260896097, 25.82757298397198, 0.1331390285143998]"
