ID,Value
"('A1009', (0.1, 176.10000000000002, 5, 58.7, 32.300000000999994))","[0.15125395853764861, 161.50516395014614, 4.301975922804829, 46.82089393034212, 29.760771938891956, 3.6152341548138187]"
"('A1009', (0.1, 176.10000000000002, 10, 29.35, 61.650000000999995))","[0.11428900493954967, 190.82174075747983, 11.25504051342533, 18.37973829438407, 81.2083174074028, 3.616039753946342]"
"('A1009', (0.1, 176.10000000000002, 10, 44.025000000000006, 46.97500000099999))","[0.10266662829635881, 154.85186987618306, 12.186554742433785, 40.780281349008845, 48.97403689527201, 3.6163917917256256]"
"('A1009', (0.1, 176.10000000000002, 10, 58.7, 32.300000000999994))","[0.10860885299571832, 171.03351873201598, 10.028538276377258, 59.105517695364256, 32.006098909419265, 3.6140534037174215]"
"('A1011', (0.02, 88.05000000000001, 1, 29.35, 36.650000000999995))","[0.01, 79.83324703082619, 2.864218363485419, 21.721233021797985, 65.99993755052546, 0.001464372443199478, 0.01140572023459814, 72.600012755129, 1.19717845547315, 60.7496149264683, 12.090494925258799, 0.002456431264446499, 0.01155563296945561, 73.166010875241, 1.121109316329126, 65.25000945377948, 7.896852775395672, 0.0024800479013322068, 0.015567972862100637, 72.60000000000001, 2.200581216116098, 28.566282291721265, 48.031291616734066, 0.0014543844102142501, 0.01922625409276854, 73.04050431897022, 1.7600883663917717, 38.807502913994526, 36.772411925461256, 0.0015558428606584655, 0.010631605713192176, 72.73417741324658, 1.4227056196920587, 51.1232740701217, 21.599701457769804, 0.0024799139791192985, 0.01, 72.60000000000001, 2.7648922490809063, 26.263240426826755, 46.33107648400247, 0.002480401486419822, 0.010103697248981912, 90.55767306864891, 1.4259837585181017, 63.50437465744304, 27.04013316851972, 0.002479711924094941, 0.019510709187400187, 72.60000000000001, 2.698144610814026, 64.19950732799258, 1.0000000000000003e-09, 0.0207313390730011, 0.023546051368173664, 72.60000000000001, 2.48669326234622, 29.20149520517466, 43.39607153378486, 0.002482821662410021, 0.012630236860416817, 72.60498758945357, 12.201867226184756, 50.819052357300535, 21.785665998360443, 0.23566774367371543, 0.019959150790595754, 72.61601881629585, 10.220548532478173, 65.99995175723797, 6.616065452112232, 0.28778340325362217, 0.01, 72.60009604048167, 1.3717714930265037, 4.382920788251113, 1.0000000000000003e-09, 0.001805535051781684, 0.011420595274286738, 89.82697808189573, 1.360986548570179, 66.0, 23.814442401386003, 0.002479818714229203, 0.012617528136452963, 1095.7346511835408, 1.2944047060486978, 66.0, 1.0000000000000003e-09, 0.0018055472959543218, 0.01, 76.29380312527617, 1.9790007181920704, 38.55579596943167, 37.730034597818104, 0.002480036803443745, 0.019467847763935592, 72.62051397154123, 1.4158562256788034, 48.49542979003671, 29.698857875377552, 0.0014724390645262377, 0.012730581256319404, 72.60000000000001, 1.0769504660008364, 66.0, 4.7142735054233, 0.0026443727956041016, 0.011778027938857117, 72.81580936279292, 5.669674257116762, 9.663327858943369, 65.47734881567231, 0.0014523064599462053, 0.03226479577038491, 126.1380558619794, 2.061655034996452, 61.191168434369665, 64.9440848692146, 0.002482422825474506, 0.01, 72.60000000000001, 4.850729133652926, 65.99990117408063, 1.0000000000000003e-09, 0.01598225747007128, 0.01334905455281635, 78.08509525409191, 2.3934750714536266, 32.62999289542824, 45.45018282748508, 0.002480794573981743, 0.021118869901845694, 75.66243269438465, 10.495773320820987, 52.25523629830073, 23.407191089063502, 0.4603655815909118, 0.01, 79.51099263386098, 1.1996961474847256, 66.0, 12.95186696969862, 0.002523341434609621, 0.01, 72.60004287721102, 1.3717261785474761, 4.381291836869169, 1.0000000000000003e-09, 0.0018055350622456965, 0.01, 108.66297437325164, 1.5593178365163967, 66.0, 66.0, 0.0014888784084550134, 0.01, 1091.2643608792691, 1.371994415801745, 66.0, 1.0000000000000003e-09, 0.001805635964892735, 0.010563719086930119, 72.60000000000001, 0.0, 65.77635095378534, 7.433477066629927, 0.0022187802052835866, 0.01, 1091.2644695675265, 1.371994405160088, 66.0, 1.0000000000000003e-09, 0.001805635964892734, 0.01, 93.46624445075895, 1.4161260028549272, 66.0, 27.452555362315117, 0.0024796799950628596, 0.010743285773066963, 104.81049814561524, 1.5881024021701107, 65.99948783699087, 38.79969132682105, 0.0024797395570241125, 0.010560023810334027, 105.44416850574521, 1.5976919089311115, 66.0, 39.43263454614204, 0.0024797210011832235, 0.01, 91.23112813342676, 1.382244543414747, 66.0, 25.216952997205283, 0.002479687778248854, 0.01, 132.01050757824436, 2.000328859144561, 66.0, 66.0, 0.0024796620810782913, 0.01, 118.39730069319481, 1.8231231916793784, 64.94621986418505, 53.44013377344151, 0.0024796700330240277, 0.01, 72.60000000000001, 4.850746517472631, 66.0, 1.0000000000000003e-09, 0.015982257987770632, 0.12493926906473235, 72.60000000000001, 0.6087458582568808, 1.0000000000000003e-09, 66.0, 3.7586044556635265, 0.06772563938640183, 72.67817742686984, 0.0, 45.77682501862512, 27.024045385320676, 0.0010169243738460355, 0.05768393653432578, 72.66370240682957, 1.1014931294989072, 65.96908710528561, 6.690814381779132, 0.0024823905492455294, 0.18967644769322956, 256.88892093202185, 1.365968500431888, 1.0000000000000028e-09, 58.412901176593536, 3.765112777157352, 0.03944442644570844, 80.6341013072515, 1.271187208336218, 63.435643810832374, 17.194756067207912, 0.002482098740075831, 0.011177673574450625, 74.67202105014479, 1.7024421173870543, 43.864726817162904, 30.799023972570524, 0.00248009248860714, 0.23608869082212156, 334.32401380691925, 17.13556645770938, 1.0000000000000003e-09, 6.846409209868469, 3.764710953793604, 0.050423817971105574, 73.5256700937617, 4.886030894072698, 48.941000591069795, 24.584664362206787, 0.7236025220286605, 0.04951026781935838, 72.60000000000001, 5.44047657346232, 64.4942703058615, 8.105729570104263, 0.6782866219128677, 0.23314496139259874, 461.22926597184414, 13.959295938849564, 1.0000000000000003e-09, 54.958945976813894, 3.764629262117375, 0.23339662741120346, 448.6271322342643, 5.269473040574731, 1.0000000000000003e-09, 44.69448060119266, 3.764646557732493, 0.01, 74.04524044348693, 4.559841588568007, 66.0, 1.0000000000000056e-09, 0.015976290168998274, 0.09452365290586015, 81.85615417049985, 0.0, 22.704543378547093, 64.56302814788822, 0.2240146297991413, 0.2536593968739044, 124.83285916454422, 0.0, 65.97085406328807, 63.253431757470736, 0.2022590709613663, 0.01, 72.60000000000001, 1.1586206752788053, 0.16994294229035561, 1.0000000000000003e-09, 0.0007919585068932108, 0.2334605583918289, 613.7777131387697, 4.319517062290685, 1.0000000000000003e-09, 60.14607132108449, 3.764646815419853, 0.2572577481691549, 567.5892591729794, 0.6789543858614746, 1.0000000000000003e-09, 65.09127181560599, 3.764186105964162, 0.03871113687039994, 72.60000000000001, 2.2384389554175925, 66.0, 8.781006443453112, 1.0, 0.2627308849192679, 85.97878413409205, 13.614325684317905, 1.0000000000000003e-09, 17.633807478045235, 3.763750304452975, 0.20802671065252054, 228.64655789517641, 5.9003780835782385, 1.0000000000000003e-09, 41.66304476169535, 3.764924713851454, 0.28032370553611746, 546.3910668900952, 7.215076494752992, 1.0000000000000007e-09, 19.67832409062452, 3.764026398834864, 0.16920884803105368, 170.3792998595206, 8.97477841870494, 1.0000000000000003e-09, 34.71127731441686, 3.7650263518678644, 0.15548745487187965, 202.83700242698356, 3.837905083692853, 29.848684370326218, 1.5845641199720844, 3.766139643618314, 0.20919006756059524, 324.78899727298125, 0.0, 1.0000000000000003e-09, 14.053499283335977, 3.7651860049420875, 0.1775026387695075, 115.33313160014883, 0.0, 6.775094110151635, 66.0, 3.764356740254736, 0.2330947881354924, 72.67864298569035, 0.0, 7.183863661058842, 65.96015239372062, 0.09406414817331472, 0.01, 72.72107695281336, 1.1536604918945184, 63.023420281475595, 9.677964033020924, 0.002479900998204754, 0.2590952115406957, 405.45977433870775, 0.0, 1.0000000000000003e-09, 58.33849695681044, 3.7640993795993745, 0.3072564190370841, 304.1646203435698, 7.230204307876695, 1.0000000000000003e-09, 0.0028361423397092276, 3.7642543914151645, 0.2879729500008217, 445.2805259783353, 9.56137331465429, 1.0000000000000003e-09, 0.5987312133029004, 3.764286900573629, 0.2594068259343032, 76.46414143186706, 0.9929376750027992, 0.4010469258963809, 50.672556272917646, 3.761870292078015, 0.2618024616923451, 265.5782686051168, 8.75918033675686, 1.0000000000000003e-09, 0.6868703989687224, 3.764454491395919, 0.25946409036842377, 423.9151551533716, 0.0, 1.0000000000000003e-09, 12.392427996039942, 3.7642896651188416, 0.24023360259272403, 89.30651711805737, 0.45890054568145416, 1.0000000000000003e-09, 54.55373350041685, 3.7618087707640826, 0.25561851523677703, 74.20496090340171, 0.00673847910695013, 1.0000000000000003e-09, 30.271189624373076, 3.763024403926969, 0.17526207636126165, 231.36927790117164, 2.9004511282792165, 1.0000000000000003e-09, 3.081229984592561, 3.765231558874672, 0.14524163351748454, 98.12679760531273, 0.24283374800132507, 21.048813366361827, 51.624707761520455, 3.7643207155728726, 0.1800666532984767, 101.63339459030564, 1.1965014157319307, 1.0000000000000003e-09, 32.931911759671415, 3.7647109145114803, 0.17324738500043108, 138.39634501128825, 0.0, 55.448354386585244, 7.861831385022601, 3.7651023961797483, 0.2590952179309737, 186.46628656557, 0.6396223036803828, 1.0000000000000003e-09, 26.828873969293696, 3.764099379573819, 0.19179183068624384, 211.0248846612247, 3.875690040467946, 1.0000000000000003e-09, 19.56121407618953, 3.765179801546778, 0.17283970220609707, 115.57376481018458, 2.7862389763860063, 1.0000000000000036e-09, 6.169118744001438, 3.7651677377683255, 0.1873427920807414, 126.00933381766777, 9.651249681545025, 0.5198412936213834, 39.03348222725806, 3.7647657028276074, 0.1886256573613404, 113.48187806097702, 7.618955729404174, 0.1098594999728536, 27.44681359214126, 3.7649225372356176, 0.1721508937058326, 125.24519555141178, 6.725011989780741, 1.0000000000000003e-09, 8.614254071257907, 3.7651497969226604, 0.17340768548277696, 126.99484699330944, 11.660295672753882, 23.4100927489542, 9.682209524789638, 3.764815133863064, 0.16370270344935012, 94.78482569818044, 11.640110896242447, 25.505558244035342, 20.002989439542688, 3.7644883347514955, 0.21106689714774443, 215.0800215608565, 9.131942051494658, 0.012384987862229895, 12.186573634382022, 3.765075738517235, 0.19347649460832334, 155.7832153203126, 0.9504662532505068, 3.1066665507943094, 29.117818498813115, 3.7650512083029626, 0.23866507263527997, 157.94696823344867, 1.3466002579239156, 1.0000000000000003e-09, 45.1793823327133, 3.764262031014797, 0.19378058741102927, 258.27891810836434, 1.1904963567958446, 1.0000000000000003e-09, 6.448239455590531, 3.765167541736622, 0.20493424236937174, 219.89229257244642, 2.0947595269435495, 9.958267973035795, 5.351485459197628, 3.765499191856491, 0.1894745388299544, 150.6596115373036, 3.309440271778449, 1.0000000000000003e-09, 28.08328508739045, 3.7650512597303676, 0.17283967110742054, 137.9902535383847, 2.9924352516851034, 1.0000000000000028e-09, 7.365703736623432, 3.7651677378954576, 0.191760392855982, 150.58853505037902, 3.855672131036643, 12.92600863081931, 35.32291657563661, 3.7656689907966774, 0.25999651490019815, 264.54863713568886, 4.39024779529878, 23.422150565961402, 3.5043002950609043, 3.7645321843494557, 0.1749824674727588, 139.9891718567418, 5.8506167978179615, 31.590189200457893, 4.542432314966922, 3.7647733137405317, 0.17208645670214928, 114.04172109052757, 11.275684332114489, 20.792327563827026, 16.86481007007672, 3.7647804117409804, 0.1720349586810237, 82.4335721639726, 8.949188476334044, 26.0643404199067, 21.18785716526014, 3.765294241466762, 0.21105339815431184, 168.0405400264992, 7.375948686346526, 35.281250820842104, 11.348162007809098, 3.764803989357341, 0.20057006907526104, 219.63050412881404, 0.9008038584219378, 11.47014709245552, 41.17866656038254, 3.765051383655778, 0.20025297074862203, 205.69947864923245, 0.45283516628490184, 11.464832411413752, 33.74261245081786, 3.7652438976092397, 0.28186525020592645, 240.20954993015806, 0.8677425817077756, 1.1929515057767681, 8.75946967378327, 3.7640546668002286, 0.1788627979044799, 248.2385745785187, 2.080243939350998, 25.06548715786024, 7.23958905755015, 3.765471693497056, 0.2412523749023487, 76.73019201850535, 3.199839260047645, 13.655159184449076, 14.491296711297556, 3.7651656635902264, 0.1782747147115158, 216.8042819709142, 1.780661871128797, 41.01125699130966, 3.3022046195628203, 3.765400970663341, 0.1855282306266462, 129.589984368998, 3.1928322839971575, 26.829688008377957, 43.668646617739924, 3.765317914872951, 0.26013288528530076, 171.19914897826393, 2.61742511399233, 0.04487175117387368, 10.877361252043613, 3.7643851245064255, 0.17165806151931706, 174.98457380793798, 4.875392630925132, 32.91479041995356, 10.403904588394225, 3.765379873657346, 0.15778728644070572, 173.34969490633694, 9.352007111866229, 20.758708589751144, 39.042602325554896, 3.765511854864811, 0.1923231781846898, 262.83828102334576, 13.127203225222623, 17.48387756917983, 16.17635742426984, 3.765273011281758, 0.1732959623444223, 139.83303535831575, 8.069877258708981, 52.74622031914033, 7.883228734385006, 3.764631256049234, 0.01140572023459814, 72.600012755129, 1.19717845547315, 60.7496149264683, 12.090494925258799, 0.002456431264446499, 0.01155563296945561, 73.166010875241, 1.121109316329126, 65.25000945377948, 7.896852775395672, 0.0024800479013322068, 0.015567972862100637, 72.60000000000001, 2.200581216116098, 28.566282291721265, 48.031291616734066, 0.0014543844102142501, 0.01922625409276854, 73.04050431897022, 1.7600883663917717, 38.807502913994526, 36.772411925461256, 0.0015558428606584655, 0.010631605713192176, 72.73417741324658, 1.4227056196920587, 51.1232740701217, 21.599701457769804, 0.0024799139791192985, 0.01, 72.60000000000001, 2.7648922490809063, 26.263240426826755, 46.33107648400247, 0.002480401486419822, 0.010103697248981912, 90.55767306864891, 1.4259837585181017, 63.50437465744304, 27.04013316851972, 0.002479711924094941, 0.019510709187400187, 72.60000000000001, 2.698144610814026, 64.19950732799258, 1.0000000000000003e-09, 0.0207313390730011, 0.023546051368173664, 72.60000000000001, 2.48669326234622, 29.20149520517466, 43.39607153378486, 0.002482821662410021, 0.012630236860416817, 72.60498758945357, 12.201867226184756, 50.819052357300535, 21.785665998360443, 0.23566774367371543, 0.019959150790595754, 72.61601881629585, 10.220548532478173, 65.99995175723797, 6.616065452112232, 0.28778340325362217, 0.01, 72.60009604048167, 1.3717714930265037, 4.382920788251113, 1.0000000000000003e-09, 0.001805535051781684, 0.011420595274286738, 89.82697808189573, 1.360986548570179, 66.0, 23.814442401386003, 0.002479818714229203, 0.012617528136452963, 1095.7346511835408, 1.2944047060486978, 66.0, 1.0000000000000003e-09, 0.0018055472959543218, 0.01, 76.29380312527617, 1.9790007181920704, 38.55579596943167, 37.730034597818104, 0.002480036803443745, 0.019467847763935592, 72.62051397154123, 1.4158562256788034, 48.49542979003671, 29.698857875377552, 0.0014724390645262377, 0.012730581256319404, 72.60000000000001, 1.0769504660008364, 66.0, 4.7142735054233, 0.0026443727956041016, 0.011778027938857117, 72.81580936279292, 5.669674257116762, 9.663327858943369, 65.47734881567231, 0.0014523064599462053, 0.03226479577038491, 126.1380558619794, 2.061655034996452, 61.191168434369665, 64.9440848692146, 0.002482422825474506, 0.01, 72.60000000000001, 4.850729133652926, 65.99990117408063, 1.0000000000000003e-09, 0.01598225747007128, 0.01334905455281635, 78.08509525409191, 2.3934750714536266, 32.62999289542824, 45.45018282748508, 0.002480794573981743, 0.021118869901845694, 75.66243269438465, 10.495773320820987, 52.25523629830073, 23.407191089063502, 0.4603655815909118, 0.01, 79.51099263386098, 1.1996961474847256, 66.0, 12.95186696969862, 0.002523341434609621, 0.01, 72.60004287721102, 1.3717261785474761, 4.381291836869169, 1.0000000000000003e-09, 0.0018055350622456965, 0.01, 108.66297437325164, 1.5593178365163967, 66.0, 66.0, 0.0014888784084550134, 0.01, 1091.2643608792691, 1.371994415801745, 66.0, 1.0000000000000003e-09, 0.001805635964892735, 0.010563719086930119, 72.60000000000001, 0.0, 65.77635095378534, 7.433477066629927, 0.0022187802052835866, 0.01, 1091.2644695675265, 1.371994405160088, 66.0, 1.0000000000000003e-09, 0.001805635964892734, 0.01, 93.46624445075895, 1.4161260028549272, 66.0, 27.452555362315117, 0.0024796799950628596, 0.010743285773066963, 104.81049814561524, 1.5881024021701107, 65.99948783699087, 38.79969132682105, 0.0024797395570241125, 0.010560023810334027, 105.44416850574521, 1.5976919089311115, 66.0, 39.43263454614204, 0.0024797210011832235, 0.01, 91.23112813342676, 1.382244543414747, 66.0, 25.216952997205283, 0.002479687778248854, 0.01, 132.01050757824436, 2.000328859144561, 66.0, 66.0, 0.0024796620810782913, 0.01, 118.39730069319481, 1.8231231916793784, 64.94621986418505, 53.44013377344151, 0.0024796700330240277, 0.01, 72.60000000000001, 4.850746517472631, 66.0, 1.0000000000000003e-09, 0.015982257987770632, 0.12493926906473235, 72.60000000000001, 0.6087458582568808, 1.0000000000000003e-09, 66.0, 3.7586044556635265, 0.06772563938640183, 72.67817742686984, 0.0, 45.77682501862512, 27.024045385320676, 0.0010169243738460355, 0.05768393653432578, 72.66370240682957, 1.1014931294989072, 65.96908710528561, 6.690814381779132, 0.0024823905492455294, 0.18967644769322956, 256.88892093202185, 1.365968500431888, 1.0000000000000028e-09, 58.412901176593536, 3.765112777157352, 0.03944442644570844, 80.6341013072515, 1.271187208336218, 63.435643810832374, 17.194756067207912, 0.002482098740075831, 0.011177673574450625, 74.67202105014479, 1.7024421173870543, 43.864726817162904, 30.799023972570524, 0.00248009248860714, 0.23608869082212156, 334.32401380691925, 17.13556645770938, 1.0000000000000003e-09, 6.846409209868469, 3.764710953793604, 0.050423817971105574, 73.5256700937617, 4.886030894072698, 48.941000591069795, 24.584664362206787, 0.7236025220286605, 0.04951026781935838, 72.60000000000001, 5.44047657346232, 64.4942703058615, 8.105729570104263, 0.6782866219128677, 0.23314496139259874, 461.22926597184414, 13.959295938849564, 1.0000000000000003e-09, 54.958945976813894, 3.764629262117375, 0.23339662741120346, 448.6271322342643, 5.269473040574731, 1.0000000000000003e-09, 44.69448060119266, 3.764646557732493, 0.01, 74.04524044348693, 4.559841588568007, 66.0, 1.0000000000000056e-09, 0.015976290168998274, 0.09452365290586015, 81.85615417049985, 0.0, 22.704543378547093, 64.56302814788822, 0.2240146297991413, 0.2536593968739044, 124.83285916454422, 0.0, 65.97085406328807, 63.253431757470736, 0.2022590709613663, 0.01, 72.60000000000001, 1.1586206752788053, 0.16994294229035561, 1.0000000000000003e-09, 0.0007919585068932108, 0.2334605583918289, 613.7777131387697, 4.319517062290685, 1.0000000000000003e-09, 60.14607132108449, 3.764646815419853, 0.2572577481691549, 567.5892591729794, 0.6789543858614746, 1.0000000000000003e-09, 65.09127181560599, 3.764186105964162, 0.03871113687039994, 72.60000000000001, 2.2384389554175925, 66.0, 8.781006443453112, 1.0, 0.2627308849192679, 85.97878413409205, 13.614325684317905, 1.0000000000000003e-09, 17.633807478045235, 3.763750304452975, 0.20802671065252054, 228.64655789517641, 5.9003780835782385, 1.0000000000000003e-09, 41.66304476169535, 3.764924713851454, 0.28032370553611746, 546.3910668900952, 7.215076494752992, 1.0000000000000007e-09, 19.67832409062452, 3.764026398834864, 0.16920884803105368, 170.3792998595206, 8.97477841870494, 1.0000000000000003e-09, 34.71127731441686, 3.7650263518678644, 0.15548745487187965, 202.83700242698356, 3.837905083692853, 29.848684370326218, 1.5845641199720844, 3.766139643618314, 0.20919006756059524, 324.78899727298125, 0.0, 1.0000000000000003e-09, 14.053499283335977, 3.7651860049420875, 0.1775026387695075, 115.33313160014883, 0.0, 6.775094110151635, 66.0, 3.764356740254736, 0.2330947881354924, 72.67864298569035, 0.0, 7.183863661058842, 65.96015239372062, 0.09406414817331472, 0.01, 72.72107695281336, 1.1536604918945184, 63.023420281475595, 9.677964033020924, 0.002479900998204754, 0.2590952115406957, 405.45977433870775, 0.0, 1.0000000000000003e-09, 58.33849695681044, 3.7640993795993745, 0.3072564190370841, 304.1646203435698, 7.230204307876695, 1.0000000000000003e-09, 0.0028361423397092276, 3.7642543914151645, 0.2879729500008217, 445.2805259783353, 9.56137331465429, 1.0000000000000003e-09, 0.5987312133029004, 3.764286900573629, 0.2594068259343032, 76.46414143186706, 0.9929376750027992, 0.4010469258963809, 50.672556272917646, 3.761870292078015, 0.2618024616923451, 265.5782686051168, 8.75918033675686, 1.0000000000000003e-09, 0.6868703989687224, 3.764454491395919, 0.25946409036842377, 423.9151551533716, 0.0, 1.0000000000000003e-09, 12.392427996039942, 3.7642896651188416, 0.24023360259272403, 89.30651711805737, 0.45890054568145416, 1.0000000000000003e-09, 54.55373350041685, 3.7618087707640826, 0.25561851523677703, 74.20496090340171, 0.00673847910695013, 1.0000000000000003e-09, 30.271189624373076, 3.763024403926969, 0.17526207636126165, 231.36927790117164, 2.9004511282792165, 1.0000000000000003e-09, 3.081229984592561, 3.765231558874672, 0.14524163351748454, 98.12679760531273, 0.24283374800132507, 21.048813366361827, 51.624707761520455, 3.7643207155728726, 0.1800666532984767, 101.63339459030564, 1.1965014157319307, 1.0000000000000003e-09, 32.931911759671415, 3.7647109145114803, 0.17324738500043108, 138.39634501128825, 0.0, 55.448354386585244, 7.861831385022601, 3.7651023961797483, 0.2590952179309737, 186.46628656557, 0.6396223036803828, 1.0000000000000003e-09, 26.828873969293696, 3.764099379573819, 0.19179183068624384, 211.0248846612247, 3.875690040467946, 1.0000000000000003e-09, 19.56121407618953, 3.765179801546778, 0.17283970220609707, 115.57376481018458, 2.7862389763860063, 1.0000000000000036e-09, 6.169118744001438, 3.7651677377683255, 0.1873427920807414, 126.00933381766777, 9.651249681545025, 0.5198412936213834, 39.03348222725806, 3.7647657028276074, 0.1886256573613404, 113.48187806097702, 7.618955729404174, 0.1098594999728536, 27.44681359214126, 3.7649225372356176, 0.1721508937058326, 125.24519555141178, 6.725011989780741, 1.0000000000000003e-09, 8.614254071257907, 3.7651497969226604, 0.17340768548277696, 126.99484699330944, 11.660295672753882, 23.4100927489542, 9.682209524789638, 3.764815133863064, 0.16370270344935012, 94.78482569818044, 11.640110896242447, 25.505558244035342, 20.002989439542688, 3.7644883347514955, 0.21106689714774443, 215.0800215608565, 9.131942051494658, 0.012384987862229895, 12.186573634382022, 3.765075738517235, 0.19347649460832334, 155.7832153203126, 0.9504662532505068, 3.1066665507943094, 29.117818498813115, 3.7650512083029626, 0.23866507263527997, 157.94696823344867, 1.3466002579239156, 1.0000000000000003e-09, 45.1793823327133, 3.764262031014797, 0.19378058741102927, 258.27891810836434, 1.1904963567958446, 1.0000000000000003e-09, 6.448239455590531, 3.765167541736622, 0.20493424236937174, 219.89229257244642, 2.0947595269435495, 9.958267973035795, 5.351485459197628, 3.765499191856491, 0.1894745388299544, 150.6596115373036, 3.309440271778449, 1.0000000000000003e-09, 28.08328508739045, 3.7650512597303676, 0.17283967110742054, 137.9902535383847, 2.9924352516851034, 1.0000000000000028e-09, 7.365703736623432, 3.7651677378954576, 0.191760392855982, 150.58853505037902, 3.855672131036643, 12.92600863081931, 35.32291657563661, 3.7656689907966774, 0.25999651490019815, 264.54863713568886, 4.39024779529878, 23.422150565961402, 3.5043002950609043, 3.7645321843494557, 0.1749824674727588, 139.9891718567418, 5.8506167978179615, 31.590189200457893, 4.542432314966922, 3.7647733137405317, 0.17208645670214928, 114.04172109052757, 11.275684332114489, 20.792327563827026, 16.86481007007672, 3.7647804117409804, 0.1720349586810237, 82.4335721639726, 8.949188476334044, 26.0643404199067, 21.18785716526014, 3.765294241466762, 0.21105339815431184, 168.0405400264992, 7.375948686346526, 35.281250820842104, 11.348162007809098, 3.764803989357341, 0.20057006907526104, 219.63050412881404, 0.9008038584219378, 11.47014709245552, 41.17866656038254, 3.765051383655778, 0.20025297074862203, 205.69947864923245, 0.45283516628490184, 11.464832411413752, 33.74261245081786, 3.7652438976092397, 0.28186525020592645, 240.20954993015806, 0.8677425817077756, 1.1929515057767681, 8.75946967378327, 3.7640546668002286, 0.1788627979044799, 248.2385745785187, 2.080243939350998, 25.06548715786024, 7.23958905755015, 3.765471693497056, 0.2412523749023487, 76.73019201850535, 3.199839260047645, 13.655159184449076, 14.491296711297556, 3.7651656635902264, 0.1782747147115158, 216.8042819709142, 1.780661871128797, 41.01125699130966, 3.3022046195628203, 3.765400970663341, 0.1855282306266462, 129.589984368998, 3.1928322839971575, 26.829688008377957, 43.668646617739924, 3.765317914872951, 0.26013288528530076, 171.19914897826393, 2.61742511399233, 0.04487175117387368, 10.877361252043613, 3.7643851245064255, 0.17165806151931706, 174.98457380793798, 4.875392630925132, 32.91479041995356, 10.403904588394225, 3.765379873657346, 0.15778728644070572, 173.34969490633694, 9.352007111866229, 20.758708589751144, 39.042602325554896, 3.765511854864811, 0.1923231781846898, 262.83828102334576, 13.127203225222623, 17.48387756917983, 16.17635742426984, 3.765273011281758, 0.1732959623444223, 139.83303535831575, 8.069877258708981, 52.74622031914033, 7.883228734385006, 3.764631256049234]"
"('A1011', (0.02, 88.05000000000001, 1, 44.025000000000006, 21.975000000999994))","[0.01140572023459814, 72.600012755129, 1.19717845547315, 60.7496149264683, 12.090494925258799, 0.002456431264446499]"
"('A1011', (0.02, 88.05000000000001, 1, 58.7, 7.300000000999997))","[0.01155563296945561, 73.166010875241, 1.121109316329126, 65.25000945377948, 7.896852775395672, 0.0024800479013322068]"
"('A1011', (0.02, 88.05000000000001, 2, 29.35, 36.650000000999995))","[0.015567972862100637, 72.60000000000001, 2.200581216116098, 28.566282291721265, 48.031291616734066, 0.0014543844102142501]"
"('A1011', (0.02, 88.05000000000001, 2, 44.025000000000006, 21.975000000999994))","[0.01922625409276854, 73.04050431897022, 1.7600883663917717, 38.807502913994526, 36.772411925461256, 0.0015558428606584655]"
"('A1011', (0.02, 88.05000000000001, 2, 58.7, 7.300000000999997))","[0.010631605713192176, 72.73417741324658, 1.4227056196920587, 51.1232740701217, 21.599701457769804, 0.0024799139791192985]"
"('A1011', (0.02, 88.05000000000001, 5, 29.35, 36.650000000999995))","[0.01, 72.60000000000001, 2.7648922490809063, 26.263240426826755, 46.33107648400247, 0.002480401486419822]"
"('A1011', (0.02, 88.05000000000001, 5, 44.025000000000006, 21.975000000999994))","[0.010103697248981912, 90.55767306864891, 1.4259837585181017, 63.50437465744304, 27.04013316851972, 0.002479711924094941]"
"('A1011', (0.02, 88.05000000000001, 5, 58.7, 7.300000000999997))","[0.019510709187400187, 72.60000000000001, 2.698144610814026, 64.19950732799258, 1.0000000000000003e-09, 0.0207313390730011]"
"('A1011', (0.02, 88.05000000000001, 10, 29.35, 36.650000000999995))","[0.023546051368173664, 72.60000000000001, 2.48669326234622, 29.20149520517466, 43.39607153378486, 0.002482821662410021]"
"('A1011', (0.02, 88.05000000000001, 10, 44.025000000000006, 21.975000000999994))","[0.012630236860416817, 72.60498758945357, 12.201867226184756, 50.819052357300535, 21.785665998360443, 0.23566774367371543]"
"('A1011', (0.02, 88.05000000000001, 10, 58.7, 7.300000000999997))","[0.019959150790595754, 72.61601881629585, 10.220548532478173, 65.99995175723797, 6.616065452112232, 0.28778340325362217]"
"('A1011', (0.02, 117.4, 1, 29.35, 36.650000000999995))","[0.01, 72.60009604048167, 1.3717714930265037, 4.382920788251113, 1.0000000000000003e-09, 0.001805535051781684]"
"('A1011', (0.02, 117.4, 1, 44.025000000000006, 21.975000000999994))","[0.011420595274286738, 89.82697808189573, 1.360986548570179, 66.0, 23.814442401386003, 0.002479818714229203]"
"('A1011', (0.02, 117.4, 1, 58.7, 7.300000000999997))","[0.012617528136452963, 1095.7346511835408, 1.2944047060486978, 66.0, 1.0000000000000003e-09, 0.0018055472959543218]"
"('A1011', (0.02, 117.4, 2, 29.35, 36.650000000999995))","[0.01, 76.29380312527617, 1.9790007181920704, 38.55579596943167, 37.730034597818104, 0.002480036803443745]"
